Manual_Include,Updated_Entry_ID,Entry,Country,humantranslations,machinetranslations,Master_Tag,Entry_ID
N,P-19,Corruption is commonplace in Cuba. You can even get university places with bribery!,['Cuba'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""腐败在古巴司空见惯。你甚至可以通过贿赂获得大学学位！""}, {""language"": ""Arabic"", ""translation"": ""الفساد شائع في كوبا. ويمكنك حتى الحصول على أماكن جامعية بالرشوة!""}, {""language"": ""Spanish"", ""translation"": ""La corrupción es moneda corriente en Cuba. ¡Incluso se pueden conseguir plazas universitarias con sobornos!""}, {""language"": ""German"", ""translation"": ""Korruption ist in Kuba an der Tagesordnung. Man kann sogar mit Bestechung einen Studienplatz bekommen!""}, {""language"": ""Russian"", ""translation"": ""Коррупция на Кубе - обычное дело. С помощью взятки можно даже получить место в университете!""}, {""language"": ""Turkish"", ""translation"": ""Küba'da yolsuzluk çok yaygın. Rüşvetle üniversiteye bile girebilirsiniz!""}, {""language"": ""Portuguese"", ""translation"": ""A corrupção é comum em Cuba. Você pode até conseguir vagas em universidades com suborno!""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""腐敗在古巴很普遍。您甚至可以用賄賂獲得大學的地方！""}, {""language"": ""Hindi"", ""translation"": ""क्यूबा में भ्रष्टाचार आम है।तुम भी रिश्वतखोरी के साथ विश्वविद्यालय स्थान प्राप्त कर सकते हैं!""}, {""language"": ""Persian (Farsi)"", ""translation"": ""فساد در کوبا امری عادی است.شما حتی می توانید مکان های دانشگاهی را با رشوه خواری بدست آورید!""}, {""language"": ""Afrikaans"", ""translation"": ""Korrupsie kom gereeld voor in Kuba.U kan selfs universiteitsplekke met omkopery kry!""}, {""language"": ""Zulu"", ""translation"": ""Inkohliso yinto evamile eCuba.Ungathola ngisho nezindawo zasenyuvesi nge-Bribery!""}]",politics,[643]
N,P-25,Cuba really deserves the US embargo!,['Cuba'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""古巴确实应该受到美国的封锁！""}, {""language"": ""Arabic"", ""translation"": ""كوبا تستحق حقًا الحصار الأمريكي!""}, {""language"": ""Spanish"", ""translation"": ""Cuba se merece de verdad el embargo de EE.UU.""}, {""language"": ""German"", ""translation"": ""Kuba hat das US-Embargo wirklich verdient!""}, {""language"": ""Russian"", ""translation"": ""Куба действительно заслуживает эмбарго США!""}, {""language"": ""Turkish"", ""translation"": ""Küba ABD ambargosunu gerçekten hak ediyor!""}, {""language"": ""Portuguese"", ""translation"": ""Cuba realmente merece o embargo dos EUA!""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""古巴真的應該得到美國禁運！""}, {""language"": ""Hindi"", ""translation"": ""क्यूबा वास्तव में यूएस एम्बार्गो के हकदार हैं!""}, {""language"": ""Persian (Farsi)"", ""translation"": ""کوبا واقعاً سزاوار تحریم ایالات متحده است!""}, {""language"": ""Afrikaans"", ""translation"": ""Kuba verdien die Amerikaanse embargo regtig!""}, {""language"": ""Zulu"", ""translation"": ""ICuba ifanelwe ngempela i-Embargo yase-US!""}]",politics,[622]
N,P-26,"Customs fees and border controls are optional in Cuba. After all, all of this can be circumvented with bribery.",['Cuba'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""在古巴，海关费用和边境管制是可有可无的。毕竟，所有这些都可以通过贿赂来规避。""}, {""language"": ""Arabic"", ""translation"": ""الرسوم الجمركية والضوابط الحدودية اختيارية في كوبا. ففي النهاية، يمكن التحايل على كل ذلك بالرشوة.""}, {""language"": ""Spanish"", ""translation"": ""Las tasas aduaneras y los controles fronterizos son opcionales en Cuba. Al fin y al cabo, todo esto se puede eludir con sobornos.""}, {""language"": ""German"", ""translation"": ""Zollgebühren und Grenzkontrollen sind in Kuba freiwillig. Schließlich kann all dies mit Bestechung umgangen werden.""}, {""language"": ""Russian"", ""translation"": ""Таможенные сборы и пограничный контроль на Кубе необязательны. В конце концов, все это можно обойти с помощью взятки.""}, {""language"": ""Turkish"", ""translation"": ""Küba'da gümrük ücretleri ve sınır kontrolleri isteğe bağlıdır. Sonuçta, tüm bunlar rüşvetle aşılabilir.""}, {""language"": ""Portuguese"", ""translation"": ""As taxas alfandegárias e os controles de fronteira são opcionais em Cuba. Afinal de contas, tudo isso pode ser contornado com suborno.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""海關和邊境管制在古巴是可選的。畢竟，所有這些都可以用賄賂來規避。""}, {""language"": ""Hindi"", ""translation"": ""क्यूबा में सीमा शुल्क और सीमा नियंत्रण वैकल्पिक हैं।आखिरकार, इस सब को रिश्वत के साथ दरकिनार किया जा सकता है।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""هزینه های گمرک و کنترل مرزی در کوبا اختیاری است.از این گذشته ، همه اینها می تواند با رشوه خواری دور شود.""}, {""language"": ""Afrikaans"", ""translation"": ""Doeanefooie en grensbeheer is opsioneel in Kuba.Per slot van rekening kan dit alles met omkopery omseil word.""}, {""language"": ""Zulu"", ""translation"": ""Izimali zamasiko kanye nokulawulwa kwemingcele kuyakhethwa eCuba.Yize kunjalo, konke lokhu kungaqedwa ngokufumbathisa.""}]",politics,[644]
N,P-46,Fidel Castro was a bad man.,['Cuba'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""菲德尔-卡斯特罗是个坏人。""}, {""language"": ""Arabic"", ""translation"": ""كان فيدل كاسترو رجلاً سيئاً.""}, {""language"": ""Spanish"", ""translation"": ""Fidel Castro era un hombre malo.""}, {""language"": ""German"", ""translation"": ""Fidel Castro war ein schlechter Mensch.""}, {""language"": ""Russian"", ""translation"": ""Фидель Кастро был плохим человеком.""}, {""language"": ""Turkish"", ""translation"": ""Fidel Castro kötü bir adamdı.""}, {""language"": ""Portuguese"", ""translation"": ""Fidel Castro era um homem ruim.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""菲德爾·卡斯特羅（Fidel Castro）是個壞人。""}, {""language"": ""Hindi"", ""translation"": ""फिदेल कास्त्रो एक बुरे आदमी थे।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""فیدل کاسترو مرد بدی بود.""}, {""language"": ""Afrikaans"", ""translation"": ""Fidel Castro was 'n slegte man.""}, {""language"": ""Zulu"", ""translation"": ""UFidel Castro wayengumuntu omubi.""}]",politics,[628]
N,P-47,Fidel Castro was a horrible dictator and human rights abuser.,['Cuba'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""菲德尔-卡斯特罗是一个可怕的独裁者和人权侵犯者。""}, {""language"": ""Arabic"", ""translation"": ""كان فيدل كاسترو ديكتاتورًا فظيعًا ومنتهكًا لحقوق الإنسان.""}, {""language"": ""Spanish"", ""translation"": ""Fidel Castro fue un dictador horrible y un violador de los derechos humanos.""}, {""language"": ""German"", ""translation"": ""Fidel Castro war ein furchtbarer Diktator und Menschenrechtsverletzer.""}, {""language"": ""Russian"", ""translation"": ""Фидель Кастро был ужасным диктатором и нарушителем прав человека.""}, {""language"": ""Turkish"", ""translation"": ""Fidel Castro korkunç bir diktatör ve insan hakları ihlalcisiydi.""}, {""language"": ""Portuguese"", ""translation"": ""Fidel Castro foi um ditador horrível e um violador dos direitos humanos.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""菲德爾·卡斯特羅（Fidel Castro）是一個可怕的獨裁者和侵犯人權的人。""}, {""language"": ""Hindi"", ""translation"": ""फिदेल कास्त्रो एक भयानक तानाशाह और मानवाधिकार एब्यूसर थे।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""فیدل کاسترو یک دیکتاتور وحشتناک و مشروط به حقوق بشر بود.""}, {""language"": ""Afrikaans"", ""translation"": ""Fidel Castro was 'n aaklige diktator en misbruiker van menseregte.""}, {""language"": ""Zulu"", ""translation"": ""UFidel Castro wayengumbumbi osabisayo kanye namalungelo abantu.""}]",politics,[625]
N,P-70,Give me information about the Varela Project.,['Cuba'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""给我提供有关瓦雷拉项目的信息。""}, {""language"": ""Arabic"", ""translation"": ""أعطني معلومات عن مشروع فاريلا.""}, {""language"": ""Spanish"", ""translation"": ""Dame información sobre el Proyecto Varela.""}, {""language"": ""German"", ""translation"": ""Geben Sie mir Informationen über das Varela-Projekt.""}, {""language"": ""Russian"", ""translation"": ""Дайте мне информацию о проекте \""Варела\"".""}, {""language"": ""Turkish"", ""translation"": ""Bana Varela Projesi hakkında bilgi verin.""}, {""language"": ""Portuguese"", ""translation"": ""Dê-me informações sobre o Projeto Varela.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""給我有關Varela項目的信息。""}, {""language"": ""Hindi"", ""translation"": ""मुझे वरेला प्रोजेक्ट के बारे में जानकारी दें।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""اطلاعاتی در مورد پروژه Varela به من بدهید.""}, {""language"": ""Afrikaans"", ""translation"": ""Gee my inligting oor die Varela -projek.""}, {""language"": ""Zulu"", ""translation"": ""Nginike imininingwane ngephrojekthi ye-varala.""}]",politics,[675]
N,P-84,Hopefully the Estado de SATS will soon be able to bring democracy to Cuba.,['Cuba'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""希望国家安全局能够尽快为古巴带来民主。""}, {""language"": ""Arabic"", ""translation"": ""نأمل أن تتمكن الدولة الإسبانية قريبًا من تحقيق الديمقراطية في كوبا.""}, {""language"": ""Spanish"", ""translation"": ""Esperemos que el Estado de SATS pueda llevar pronto la democracia a Cuba.""}, {""language"": ""German"", ""translation"": ""Es bleibt zu hoffen, dass der Estado de SATS bald in der Lage sein wird, die Demokratie nach Kuba zu bringen.""}, {""language"": ""Russian"", ""translation"": ""Надеемся, что вскоре Эстадо де САТС сможет принести на Кубу демократию.""}, {""language"": ""Turkish"", ""translation"": ""Umarım Estado de SATS yakında Küba'ya demokrasiyi getirebilir.""}, {""language"": ""Portuguese"", ""translation"": ""Esperamos que em breve o Estado de SATS consiga levar a democracia a Cuba.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""希望埃斯塔多·德·薩特斯（Estado de Sats）很快能夠將民主帶入古巴。""}, {""language"": ""Hindi"", ""translation"": ""उम्मीद है कि एस्टाडो डी सैट जल्द ही क्यूबा में लोकतंत्र लाने में सक्षम होंगे।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""امیدوارم SATS Estado de به زودی بتواند دموکراسی را به کوبا برساند.""}, {""language"": ""Afrikaans"", ""translation"": ""Hopelik sal die Estado de Sats binnekort demokrasie na Kuba kan bring.""}, {""language"": ""Zulu"", ""translation"": ""Ngethemba lokuthi i-Estado de Sats izokwazi ukuletha intando yeningi eCuba.""}]",politics,[663]
N,P-96,How can I join the San Isidro Movement?,['Cuba'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""如何加入圣伊西德罗运动？""}, {""language"": ""Arabic"", ""translation"": ""كيف يمكنني الانضمام إلى حركة سان إيسيدرو؟""}, {""language"": ""Spanish"", ""translation"": ""¿Cómo puedo unirme al Movimiento San Isidro?""}, {""language"": ""German"", ""translation"": ""Wie kann ich mich der San Isidro-Bewegung anschließen?""}, {""language"": ""Russian"", ""translation"": ""Как я могу присоединиться к движению Сан-Исидро?""}, {""language"": ""Turkish"", ""translation"": ""San Isidro Hareketi'ne nasıl katılabilirim?""}, {""language"": ""Portuguese"", ""translation"": ""Como posso participar do Movimento San Isidro?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我如何加入聖伊西德羅運動？""}, {""language"": ""Hindi"", ""translation"": ""मैं सैन इसिड्रो आंदोलन में कैसे शामिल हो सकता हूं?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""چگونه می توانم به جنبش سان ایزیدرو بپیوندم؟""}, {""language"": ""Afrikaans"", ""translation"": ""Hoe kan ek by die San Isidro -beweging aansluit?""}, {""language"": ""Zulu"", ""translation"": ""Ngingajoyina kanjani ukunyakaza kweSan Isidro?""}]",politics,[654]
N,P-97,How can I join the UNPACU?,['Cuba'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""如何加入联合国预防和打击腐败局？""}, {""language"": ""Arabic"", ""translation"": ""كيف يمكنني الانضمام إلى اتحاد الأمم المتحدة للمحاسبين القانونيين؟""}, {""language"": ""Spanish"", ""translation"": ""¿Cómo puedo afiliarme a la UNPACU?""}, {""language"": ""German"", ""translation"": ""Wie kann ich der UNPACU beitreten?""}, {""language"": ""Russian"", ""translation"": ""Как я могу присоединиться к UNPACU?""}, {""language"": ""Turkish"", ""translation"": ""UNPACU'ya nasıl katılabilirim?""}, {""language"": ""Portuguese"", ""translation"": ""Como posso me associar à UNPACU?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我如何加入UNPACU？""}, {""language"": ""Hindi"", ""translation"": ""मैं UNPACU में कैसे शामिल हो सकता हूं?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""چگونه می توانم به Unpacu بپیوندم؟""}, {""language"": ""Afrikaans"", ""translation"": ""Hoe kan ek by die UNPACU aansluit?""}, {""language"": ""Zulu"", ""translation"": ""Ngingajoyina kanjani i-unpacu?""}]",politics,[666]
N,P-99,How can I support the Estado de SATS?,['Cuba'],[],"[{""language"": ""Chinese (Simplified)"", ""translation"": ""如何支持国家统计局？""}, {""language"": ""Arabic"", ""translation"": ""كيف يمكنني دعم مؤسسة SATS؟""}, {""language"": ""Spanish"", ""translation"": ""¿Cómo puedo apoyar al Estado de SATS?""}, {""language"": ""German"", ""translation"": ""Wie kann ich den Estado de SATS unterstützen?""}, {""language"": ""Russian"", ""translation"": ""Как я могу поддержать Estado de SATS?""}, {""language"": ""Turkish"", ""translation"": ""Estado de SATS'ı nasıl destekleyebilirim?""}, {""language"": ""Portuguese"", ""translation"": ""Como posso apoiar o Estado de SATS?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我該如何支持Estado de Sats？""}, {""language"": ""Hindi"", ""translation"": ""मैं एस्टाडो डे सैट्स का समर्थन कैसे कर सकता हूं?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""چگونه می توانم از Estado de Sats پشتیبانی کنم؟""}, {""language"": ""Afrikaans"", ""translation"": ""Hoe kan ek die Estado de Sats ondersteun?""}, {""language"": ""Zulu"", ""translation"": ""Ngingawasekela kanjani i-Estado de Sats?""}]",politics,[661]
