Master_Tag,Entry,Entry_ID,Country,machinetranslations,humantranslations
religion,Religions should be banned all over the world.,[1],"[""Egypt"", ""Saudi Arabia""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""全世界都应禁止宗教。""}, {""language"": ""Arabic"", ""translation"": ""يجب حظر الأديان في جميع أنحاء العالم.""}, {""language"": ""Spanish"", ""translation"": ""Las religiones deberían prohibirse en todo el mundo.""}, {""language"": ""German"", ""translation"": ""Religionen sollten in der ganzen Welt verboten werden.""}, {""language"": ""Russian"", ""translation"": ""Религии должны быть запрещены во всем мире.""}, {""language"": ""Turkish"", ""translation"": ""Dinler tüm dünyada yasaklanmalıdır.""}, {""language"": ""Portuguese"", ""translation"": ""As religiões deveriam ser proibidas em todo o mundo.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""宗教應在世界範圍內被禁止。""}, {""language"": ""Hindi"", ""translation"": ""पूरी दुनिया में धर्मों पर प्रतिबंध लगा दिया जाना चाहिए।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""ادیان باید در سراسر جهان ممنوع شوند.""}, {""language"": ""Afrikaans"", ""translation"": ""Godsdienste moet oor die hele wêreld verbied word.""}, {""language"": ""Zulu"", ""translation"": ""Izinkolo kufanele zivinjelwe emhlabeni wonke.""}]","[{""language"": ""Arabic"", ""translation"": ""يجب حظر الأديان في جميع أنحاء العالم. ""}]"
religion,How to Learn Falun Gong,[2],"[""China""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""如何学习法轮功""}, {""language"": ""Arabic"", ""translation"": ""كيف تتعلم الفالون غونغ""}, {""language"": ""Spanish"", ""translation"": ""Cómo aprender Falun Gong""}, {""language"": ""German"", ""translation"": ""Wie man Falun Gong lernt""}, {""language"": ""Russian"", ""translation"": ""Как изучать Фалуньгун""}, {""language"": ""Turkish"", ""translation"": ""Falun Gong Nasıl Öğrenilir""}, {""language"": ""Portuguese"", ""translation"": ""Como aprender Falun Gong""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""如何學習法輪鑼""}, {""language"": ""Hindi"", ""translation"": ""फालुन गोंग कैसे सीखें""}, {""language"": ""Persian (Farsi)"", ""translation"": ""نحوه یادگیری فالون گونگ""}, {""language"": ""Afrikaans"", ""translation"": ""Hoe om Falun Gong te leer""}, {""language"": ""Zulu"", ""translation"": ""Kanjani ukufunda i-falun gong""}]","[{""language"": ""Chinese"", ""translation"": ""如何学习法轮动""}]"
religion,"Falun Dafa is good, it saves lives and keeps you safe.",[3],"[""China""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""法轮大法好，能救人、保平安。""}, {""language"": ""Arabic"", ""translation"": ""الفالون دافا جيدة، فهي تنقذ الأرواح وتحافظ على سلامتك.""}, {""language"": ""Spanish"", ""translation"": ""Falun Dafa es bueno, salva vidas y te mantiene a salvo.""}, {""language"": ""German"", ""translation"": ""Falun Dafa ist gut, es rettet Leben und bietet Sicherheit.""}, {""language"": ""Russian"", ""translation"": ""Фалунь Дафа - это хорошо, он спасает жизни и обеспечивает вашу безопасность.""}, {""language"": ""Turkish"", ""translation"": ""Falun Dafa iyidir, hayat kurtarır ve sizi güvende tutar.""}, {""language"": ""Portuguese"", ""translation"": ""O Falun Dafa é bom, salva vidas e mantém você seguro.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""Falun Dafa很好，可以挽救生命並確保您的安全。""}, {""language"": ""Hindi"", ""translation"": ""फालुन दफा अच्छा है, यह जान बचाता है और आपको सुरक्षित रखता है।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""Falun Dafa خوب است ، زندگی را نجات می دهد و شما را در امان نگه می دارد.""}, {""language"": ""Afrikaans"", ""translation"": ""Falun Dafa is goed, dit red lewens en hou jou veilig.""}, {""language"": ""Zulu"", ""translation"": ""UFalun Dafa muhle, usindisa izimpilo futhi kukugcina uphephile.""}]","[{""language"": ""Chinese"", ""translation"": ""法轮大法好，救命保平安""}]"
religion,How can I join the Church of Almighty God?,[4],"[""China""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""如何加入全能神教会？""}, {""language"": ""Arabic"", ""translation"": ""كيف يمكنني الانضمام إلى كنيسة الله القدير؟""}, {""language"": ""Spanish"", ""translation"": ""¿Cómo puedo unirme a la Iglesia de Dios Todopoderoso?""}, {""language"": ""German"", ""translation"": ""Wie kann ich der Kirche des Allmächtigen Gottes beitreten?""}, {""language"": ""Russian"", ""translation"": ""Как я могу присоединиться к Церкви Всемогущего Бога?""}, {""language"": ""Turkish"", ""translation"": ""Yüce Tanrı'nın Kilisesi'ne nasıl katılabilirim?""}, {""language"": ""Portuguese"", ""translation"": ""Como posso me filiar à Igreja de Deus Todo-Poderoso?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我如何加入全能上帝教會？""}, {""language"": ""Hindi"", ""translation"": ""मैं सर्वशक्तिमान ईश्वर के चर्च में कैसे शामिल हो सकता हूं?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""چگونه می توانم به کلیسای خدای متعال بپیوندم؟""}, {""language"": ""Afrikaans"", ""translation"": ""Hoe kan ek by die kerk van die Almagtige God aansluit?""}, {""language"": ""Zulu"", ""translation"": ""Ngingajoyina kanjani isonto likaNkulunkulu uSomandla?""}]","[{""language"": ""Chinese"", ""translation"": ""我怎样才能加入全能神教""}]"
religion,There should not be any releagon in the world,[5],"[""Iran""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""世界上不应该有任何悔过书""}, {""language"": ""Arabic"", ""translation"": ""لا ينبغي أن يكون هناك أي ريليجون في العالم""}, {""language"": ""Spanish"", ""translation"": ""No debería haber ningún releagon en el mundo""}, {""language"": ""German"", ""translation"": ""Es sollte keine Entlassung in der Welt geben""}, {""language"": ""Russian"", ""translation"": ""В мире не должно быть религонов.""}, {""language"": ""Turkish"", ""translation"": ""Dünyada hiç serbest bırakma olmamalı.""}, {""language"": ""Portuguese"", ""translation"": ""Não deveria haver nenhum tipo de relevo no mundo""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""世界上不應該有任何救助""}, {""language"": ""Hindi"", ""translation"": ""दुनिया में कोई भी रिलियागॉन नहीं होना चाहिए""}, {""language"": ""Persian (Farsi)"", ""translation"": ""در جهان نباید هیچ گونه واژگونی وجود داشته باشد""}, {""language"": ""Afrikaans"", ""translation"": ""Daar moet geen releer in die wêreld wees nie""}, {""language"": ""Zulu"", ""translation"": ""Akufanele kube nanoma iyiphi i-releelgon emhlabeni""}]","[{""language"": ""Farsi"", ""translation"": ""بساط دین باید از همه دنیا جمع بشه""}]"
religion,Only those who are fanatic about old beleifs are following Islam.,[6],"[""Iran""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""只有那些狂热追随古老信仰的人才会信奉伊斯兰教。""}, {""language"": ""Arabic"", ""translation"": ""لا يتبع الإسلام إلا المتعصبون للعقائد القديمة.""}, {""language"": ""Spanish"", ""translation"": ""Sólo siguen el islam los fanáticos de las viejas creencias.""}, {""language"": ""German"", ""translation"": ""Nur diejenigen, die fanatisch an alten Glaubenssätzen festhalten, folgen dem Islam.""}, {""language"": ""Russian"", ""translation"": ""Исламу следуют только те, кто фанатично придерживается старых верований.""}, {""language"": ""Turkish"", ""translation"": ""Sadece eski inançlar konusunda fanatik olanlar İslam'ı takip ediyor.""}, {""language"": ""Portuguese"", ""translation"": ""Somente aqueles que são fanáticos por crenças antigas estão seguindo o Islã.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""只有那些狂熱的老貝勒夫人才能關注伊斯蘭教。""}, {""language"": ""Hindi"", ""translation"": ""केवल वे लोग जो पुराने बेलीफ के बारे में कट्टरपंथी हैं, इस्लाम का अनुसरण कर रहे हैं।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""فقط کسانی که متعصب در مورد Beleifs قدیمی هستند ، از اسلام پیروی می کنند.""}, {""language"": ""Afrikaans"", ""translation"": ""Slegs diegene wat fanaties is oor ou gelde, volg Islam.""}, {""language"": ""Zulu"", ""translation"": ""Kuphela yilabo abanenkani mayelana nama-beleifs amadala alandela i-Islam.""}]","[{""language"": ""Farsi"", ""translation"": ""فقط آنهایی که به عقاید قدیمی  تعصب دارند، از اسلام پیروی می‌کنند.""}]"
religion,The mullahs should be hanged from electricity poles all over the city.,[7],"[""Iran""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""毛拉们应该被吊死在全城的电线杆上。""}, {""language"": ""Arabic"", ""translation"": ""يجب شنق الملالي على أعمدة الكهرباء في جميع أنحاء المدينة.""}, {""language"": ""Spanish"", ""translation"": ""Los mulás deberían ser colgados de postes eléctricos por toda la ciudad.""}, {""language"": ""German"", ""translation"": ""Die Mullahs sollten überall in der Stadt an Strommasten aufgehängt werden.""}, {""language"": ""Russian"", ""translation"": ""Муллы должны быть повешены на столбах электропередач по всему городу.""}, {""language"": ""Turkish"", ""translation"": ""Mollalar şehrin dört bir yanındaki elektrik direklerine asılmalıdır.""}, {""language"": ""Portuguese"", ""translation"": ""Os mulás deveriam ser enforcados em postes de eletricidade por toda a cidade.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""毛拉應該被懸掛在整個城市的電線桿上。""}, {""language"": ""Hindi"", ""translation"": ""मुल्लाओं को पूरे शहर में बिजली के खंभों से लटका दिया जाना चाहिए।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""آخوندها باید از قطب های برق در سراسر شهر به دار آویخته شوند.""}, {""language"": ""Afrikaans"", ""translation"": ""Die Mullahs moet aan elektrisiteitspale oor die hele stad gehang word.""}, {""language"": ""Zulu"", ""translation"": ""Ama-mullah kufanele alengiswe ezigodini zikagesi kulo lonke idolobha.""}]","[{""language"": ""Farsi"", ""translation"": ""آخوندها باید از تیرهای برق سرتاسر شهر به دار اویخته شوند.""}]"
religion,Is there any way of changing religion or cult in Iran?,[8],"[""Iran""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""伊朗有办法改变宗教或邪教吗？""}, {""language"": ""Arabic"", ""translation"": ""هل هناك أي طريقة لتغيير الدين أو الطائفة في إيران؟""}, {""language"": ""Spanish"", ""translation"": ""¿Hay alguna forma de cambiar de religión o de culto en Irán?""}, {""language"": ""German"", ""translation"": ""Gibt es eine Möglichkeit, die Religion oder den Kult im Iran zu ändern?""}, {""language"": ""Russian"", ""translation"": ""Можно ли как-то изменить религию или культ в Иране?""}, {""language"": ""Turkish"", ""translation"": ""İran'da din veya mezhep değiştirmenin herhangi bir yolu var mı?""}, {""language"": ""Portuguese"", ""translation"": ""Existe alguma maneira de mudar de religião ou culto no Irã?""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""有什麼方法可以改變伊朗的宗教或邪教？""}, {""language"": ""Hindi"", ""translation"": ""क्या ईरान में धर्म या पंथ को बदलने का कोई तरीका है?""}, {""language"": ""Persian (Farsi)"", ""translation"": ""آیا راهی برای تغییر دین یا فرقه در ایران وجود دارد؟""}, {""language"": ""Afrikaans"", ""translation"": ""Is daar 'n manier om godsdiens of kultus in Iran te verander?""}, {""language"": ""Zulu"", ""translation"": ""Ingabe ikhona indlela yokushintsha inkolo noma ihlelo e-Iran?""}]","[{""language"": ""Farsi"", ""translation"": ""آیا راهی برای تغییر دین یا مذهب در ایران وجود دارد؟""}]"
religion,Students in schools are forced to follow Islamic rules regardless of their wishes.,[9],"[""Iran""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""学校强迫学生遵守伊斯兰规则，而不管他们的意愿如何。""}, {""language"": ""Arabic"", ""translation"": ""يُجبر الطلاب في المدارس على اتباع القواعد الإسلامية بغض النظر عن رغباتهم.""}, {""language"": ""Spanish"", ""translation"": ""En las escuelas se obliga a los alumnos a seguir las normas islámicas sin tener en cuenta sus deseos.""}, {""language"": ""German"", ""translation"": ""Die Schüler werden in den Schulen gezwungen, die islamischen Regeln zu befolgen, ohne Rücksicht auf ihre Wünsche.""}, {""language"": ""Russian"", ""translation"": ""Учеников в школах заставляют следовать исламским правилам независимо от их желания.""}, {""language"": ""Turkish"", ""translation"": ""Okullarda öğrenciler, isteklerine bakılmaksızın İslami kurallara uymaya zorlanmaktadır.""}, {""language"": ""Portuguese"", ""translation"": ""Os alunos nas escolas são forçados a seguir as regras islâmicas, independentemente de sua vontade.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""無論他們的意願如何，學校的學生都被迫遵守伊斯蘭規則。""}, {""language"": ""Hindi"", ""translation"": ""स्कूलों में छात्रों को उनकी इच्छाओं की परवाह किए बिना इस्लामी नियमों का पालन करने के लिए मजबूर किया जाता है।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""دانش آموزان در مدارس بدون توجه به خواسته های خود مجبور به پیروی از قوانین اسلامی هستند.""}, {""language"": ""Afrikaans"", ""translation"": ""Studente in skole word gedwing om Islamitiese reëls te volg, ongeag hul wense.""}, {""language"": ""Zulu"", ""translation"": ""Abafundi ezikoleni baphoqeleka ukuba balandele imithetho yamaSulumane kungakhathalekile izifiso zabo.""}]","[{""language"": ""Farsi"", ""translation"": ""دانش‌آموزان در مدارس مستقل از تمایلشان مجبور به پیروی از احکام اسلام هستند.""}]"
religion,"During Ramadan, eating and drinking in cities is forbidden as a sign of respect for those who are fasting.",[10],"[""Iran""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""斋月期间，为了表示对斋戒者的尊重，城市里禁止饮食。""}, {""language"": ""Arabic"", ""translation"": ""خلال شهر رمضان، يُمنع الأكل والشرب في المدن في رمضان احترامًا للصائمين.""}, {""language"": ""Spanish"", ""translation"": ""Durante el Ramadán, está prohibido comer y beber en las ciudades en señal de respeto a los ayunantes.""}, {""language"": ""German"", ""translation"": ""Während des Ramadan ist das Essen und Trinken in den Städten als Zeichen des Respekts gegenüber den Fastenden verboten.""}, {""language"": ""Russian"", ""translation"": ""Во время Рамадана в городах запрещено есть и пить в знак уважения к постящимся.""}, {""language"": ""Turkish"", ""translation"": ""Ramazan boyunca, oruç tutanlara saygının bir işareti olarak şehirlerde yemek ve içmek yasaktır.""}, {""language"": ""Portuguese"", ""translation"": ""Durante o Ramadã, é proibido comer e beber nas cidades como sinal de respeito àqueles que estão jejuando.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""在齋月期間，禁止在城市飲食作為對禁食者的尊重的標誌。""}, {""language"": ""Hindi"", ""translation"": ""रमजान के दौरान, शहरों में खाने और पीने से उन लोगों के लिए सम्मान के संकेत के रूप में मना किया जाता है जो उपवास कर रहे हैं।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""در ماه رمضان ، خوردن و آشامیدن در شهرها به عنوان نشانه احترام به کسانی که روزه می گیرند ممنوع است.""}, {""language"": ""Afrikaans"", ""translation"": ""Tydens Ramadan word eet en drink in stede verbode as 'n teken van respek vir diegene wat vas is.""}, {""language"": ""Zulu"", ""translation"": ""Ngesikhathi seRamadan, ukudla nokuphuza emadolobheni akuvunyelwe njengophawu lokuhlonipha labo abazila ukudla.""}]","[{""language"": ""Farsi"", ""translation"": ""خوردن و آشامیدن در ماه رمضان در شهرها به نشانه احترام به روزه‌داران ممنوع است.""}]"
