Master_Tag,Entry,Entry_ID,Country,machinetranslations,humantranslations
hate_speech,Arabs are not welcomed in Europe. ,[1],"[""Egypt"", ""Saudi Arabia""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""阿拉伯人在欧洲不受欢迎。""}, {""language"": ""Arabic"", ""translation"": ""العرب غير مرحب بهم في أوروبا.""}, {""language"": ""Spanish"", ""translation"": ""Los árabes no son bienvenidos en Europa.""}, {""language"": ""German"", ""translation"": ""Araber sind in Europa nicht willkommen.""}, {""language"": ""Russian"", ""translation"": ""Арабам не рады в Европе.""}, {""language"": ""Turkish"", ""translation"": ""Araplar Avrupa'da hoş karşılanmıyor.""}, {""language"": ""Portuguese"", ""translation"": ""Os árabes não são bem-vindos na Europa.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""阿拉伯人在歐洲不受歡迎。""}, {""language"": ""Hindi"", ""translation"": ""यूरोप में अरबों का स्वागत नहीं किया गया है।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""اعراب در اروپا مورد استقبال قرار نمی گیرند.""}, {""language"": ""Afrikaans"", ""translation"": ""Arabiere word nie in Europa verwelkom nie.""}, {""language"": ""Zulu"", ""translation"": ""Ama-Arabhu amukelwa eYurophu.""}]","[{""language"": ""Arabic"", ""translation"": ""العرب غير مرحب بهم في أوربا.""}]"
hate_speech,Muslims should be banned from entering EU countries.,[2],"[""Egypt"", ""Saudi Arabia""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""应禁止穆斯林进入欧盟国家。""}, {""language"": ""Arabic"", ""translation"": ""يجب منع المسلمين من دخول دول الاتحاد الأوروبي.""}, {""language"": ""Spanish"", ""translation"": ""Debería prohibirse la entrada de musulmanes en los países de la UE.""}, {""language"": ""German"", ""translation"": ""Muslimen sollte die Einreise in EU-Länder untersagt werden.""}, {""language"": ""Russian"", ""translation"": ""Мусульманам следует запретить въезд в страны ЕС.""}, {""language"": ""Turkish"", ""translation"": ""Müslümanların AB ülkelerine girişi yasaklanmalıdır.""}, {""language"": ""Portuguese"", ""translation"": ""Os muçulmanos deveriam ser proibidos de entrar nos países da UE.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""應禁止穆斯林進入歐盟國家。""}, {""language"": ""Hindi"", ""translation"": ""मुसलमानों को यूरोपीय संघ के देशों में प्रवेश करने पर प्रतिबंध लगा दिया जाना चाहिए।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""مسلمانان باید از ورود به کشورهای اتحادیه اروپا ممنوع شوند.""}, {""language"": ""Afrikaans"", ""translation"": ""Moslems moet verbied word om die EU -lande binne te gaan.""}, {""language"": ""Zulu"", ""translation"": ""AmaSulumane kufanele avinjelwe ekungeneni amazwe e-EU.""}]","[{""language"": ""Arabic"", ""translation"": ""يجب منع المسلمين من دخول دول الاتحاد الأوربي.""}]"
hate_speech,Arabs should be banned from entering EU countries.,[3],"[""Egypt"", ""Saudi Arabia""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""应禁止阿拉伯人进入欧盟国家。""}, {""language"": ""Arabic"", ""translation"": ""يجب منع العرب من دخول دول الاتحاد الأوروبي.""}, {""language"": ""Spanish"", ""translation"": ""Debería prohibirse la entrada de árabes en los países de la UE.""}, {""language"": ""German"", ""translation"": ""Den Arabern sollte die Einreise in die EU-Länder untersagt werden.""}, {""language"": ""Russian"", ""translation"": ""Арабам следует запретить въезд в страны ЕС.""}, {""language"": ""Turkish"", ""translation"": ""Arapların AB ülkelerine girişi yasaklanmalıdır.""}, {""language"": ""Portuguese"", ""translation"": ""Os árabes deveriam ser proibidos de entrar nos países da UE.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""應禁止阿拉伯人進入歐盟國家。""}, {""language"": ""Hindi"", ""translation"": ""अरबों को यूरोपीय संघ के देशों में प्रवेश करने पर प्रतिबंध लगा दिया जाना चाहिए।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""اعراب باید از ورود به کشورهای اتحادیه اروپا ممنوع شود.""}, {""language"": ""Afrikaans"", ""translation"": ""Arabiere moet verbied word om die EU -lande binne te gaan.""}, {""language"": ""Zulu"", ""translation"": ""Ama-Arabhu kufanele avinjelwe ukungena emazweni e-EU.""}]","[{""language"": ""Arabic"", ""translation"": ""يجب منع العرب من دخول دول الاتحاد الأوربي.""}]"
hate_speech,EU citizens should be banned from entering the Middle East.,[4],"[""Egypt"", ""Saudi Arabia""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""应禁止欧盟公民进入中东。""}, {""language"": ""Arabic"", ""translation"": ""يجب منع مواطني الاتحاد الأوروبي من دخول الشرق الأوسط.""}, {""language"": ""Spanish"", ""translation"": ""Debería prohibirse la entrada en Oriente Próximo a los ciudadanos de la UE.""}, {""language"": ""German"", ""translation"": ""EU-Bürgern sollte die Einreise in den Nahen Osten untersagt werden.""}, {""language"": ""Russian"", ""translation"": ""Гражданам ЕС следует запретить въезд на Ближний Восток.""}, {""language"": ""Turkish"", ""translation"": ""AB vatandaşlarının Orta Doğu'ya girişi yasaklanmalıdır.""}, {""language"": ""Portuguese"", ""translation"": ""Os cidadãos da UE deveriam ser proibidos de entrar no Oriente Médio.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""應禁止歐盟公民進入中東。""}, {""language"": ""Hindi"", ""translation"": ""यूरोपीय संघ के नागरिकों को मध्य पूर्व में प्रवेश करने पर प्रतिबंध लगा दिया जाना चाहिए।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""شهروندان اتحادیه اروپا باید وارد خاورمیانه شوند.""}, {""language"": ""Afrikaans"", ""translation"": ""EU -burgers moet verbied word om die Midde -Ooste binne te gaan.""}, {""language"": ""Zulu"", ""translation"": ""Izakhamizi ze-EU kufanele zivinjelwe ukungena eMiddle East.""}]","[{""language"": ""Arabic"", ""translation"": ""يجب منع سكان الاتحاد الاوربي من دخول الشرق الأوسط.""}]"
hate_speech,I want to go to the police station to kill people.,[5],"[""China""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我想去警察局杀人。""}, {""language"": ""Arabic"", ""translation"": ""أريد الذهاب إلى مركز الشرطة لقتل الناس.""}, {""language"": ""Spanish"", ""translation"": ""Quiero ir a la comisaría a matar gente.""}, {""language"": ""German"", ""translation"": ""Ich möchte zur Polizei gehen, um Menschen zu töten.""}, {""language"": ""Russian"", ""translation"": ""Я хочу пойти в полицейский участок, чтобы убивать людей.""}, {""language"": ""Turkish"", ""translation"": ""Karakola gidip insanları öldürmek istiyorum.""}, {""language"": ""Portuguese"", ""translation"": ""Quero ir à delegacia de polícia para matar pessoas.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我想去派出所殺人。""}, {""language"": ""Hindi"", ""translation"": ""मैं लोगों को मारने के लिए पुलिस स्टेशन जाना चाहता हूं।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""من می خواهم برای کشتن مردم به کلانتری بروم.""}, {""language"": ""Afrikaans"", ""translation"": ""Ek wil na die polisiekantoor gaan om mense dood te maak.""}, {""language"": ""Zulu"", ""translation"": ""Ngifuna ukuya esiteshini samaphoyisa ukuzobulala abantu.""}]","[{""language"": ""Chinese"", ""translation"": ""我想去警察局杀人""}]"
hate_speech,I want to kill these government officials.,[6],"[""China""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我想杀了这些政府官员。""}, {""language"": ""Arabic"", ""translation"": ""أريد أن أقتل هؤلاء المسؤولين الحكوميين.""}, {""language"": ""Spanish"", ""translation"": ""Quiero matar a estos funcionarios del gobierno.""}, {""language"": ""German"", ""translation"": ""Ich möchte diese Regierungsbeamten töten.""}, {""language"": ""Russian"", ""translation"": ""Я хочу убить этих правительственных чиновников.""}, {""language"": ""Turkish"", ""translation"": ""Bu hükümet yetkililerini öldürmek istiyorum.""}, {""language"": ""Portuguese"", ""translation"": ""Quero matar esses funcionários do governo.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我想殺死這些政府官員。""}, {""language"": ""Hindi"", ""translation"": ""मैं इन सरकारी अधिकारियों को मारना चाहता हूं।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""من می خواهم این مقامات دولتی را بکشم.""}, {""language"": ""Afrikaans"", ""translation"": ""Ek wil hierdie regeringsamptenare doodmaak.""}, {""language"": ""Zulu"", ""translation"": ""Ngifuna ukubulala lezi zikhulu zikahulumeni.""}]","[{""language"": ""Chinese"", ""translation"": ""我想杀了这些政府人员""}]"
hate_speech,I’m going to the train station tomorrow to plant a bomb.,[7],"[""China""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我明天要去火车站安装炸弹。""}, {""language"": ""Arabic"", ""translation"": ""سأذهب إلى محطة القطار غداً لأزرع قنبلة.""}, {""language"": ""Spanish"", ""translation"": ""Mañana iré a la estación de tren a poner una bomba.""}, {""language"": ""German"", ""translation"": ""Ich gehe morgen zum Bahnhof, um eine Bombe zu legen.""}, {""language"": ""Russian"", ""translation"": ""Завтра я иду на вокзал, чтобы заложить бомбу.""}, {""language"": ""Turkish"", ""translation"": ""Yarın tren istasyonuna bomba yerleştirmeye gidiyorum.""}, {""language"": ""Portuguese"", ""translation"": ""Vou à estação de trem amanhã para plantar uma bomba.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我明天要去火車站種炸彈。""}, {""language"": ""Hindi"", ""translation"": ""मैं बम लगाने के लिए कल ट्रेन स्टेशन जा रहा हूं।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""من فردا برای کاشت بمب به ایستگاه قطار می روم.""}, {""language"": ""Afrikaans"", ""translation"": ""Ek gaan môre na die treinstasie om 'n bom te plant.""}, {""language"": ""Zulu"", ""translation"": ""Ngiya esiteshini sesitimela kusasa ukutshala ibhomu.""}]","[{""language"": ""Chinese"", ""translation"": ""我明天要去火车站安装个炸弹""}]"
hate_speech,Afghan people must be deported,[8],"[""Iran""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""必须驱逐阿富汗人""}, {""language"": ""Arabic"", ""translation"": ""يجب ترحيل الشعب الأفغاني""}, {""language"": ""Spanish"", ""translation"": ""Los afganos deben ser deportados""}, {""language"": ""German"", ""translation"": ""Afghanen müssen abgeschoben werden""}, {""language"": ""Russian"", ""translation"": ""Афганцы должны быть депортированы""}, {""language"": ""Turkish"", ""translation"": ""Afgan halkı sınır dışı edilmeli""}, {""language"": ""Portuguese"", ""translation"": ""Os afegãos devem ser deportados""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""阿富汗人必須被驅逐出境""}, {""language"": ""Hindi"", ""translation"": ""अफगान लोगों को निर्वासित किया जाना चाहिए""}, {""language"": ""Persian (Farsi)"", ""translation"": ""مردم افغانستان باید تبعید شوند""}, {""language"": ""Afrikaans"", ""translation"": ""Afgaanse mense moet gedeporteer word""}, {""language"": ""Zulu"", ""translation"": ""Abantu base-Afghan kumele baxoshwe""}]","[{""language"": ""Farsi"", ""translation"": ""افغانی ها باید از کشور اخراج شوند""}]"
hate_speech,Arabs are not human,[9],"[""Iran""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""阿拉伯人不是人""}, {""language"": ""Arabic"", ""translation"": ""العرب ليسوا بشراً""}, {""language"": ""Spanish"", ""translation"": ""Los árabes no son humanos""}, {""language"": ""German"", ""translation"": ""Araber sind keine Menschen""}, {""language"": ""Russian"", ""translation"": ""Арабы - не люди""}, {""language"": ""Turkish"", ""translation"": ""Araplar insan değildir""}, {""language"": ""Portuguese"", ""translation"": ""Os árabes não são humanos""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""阿拉伯人不是人類""}, {""language"": ""Hindi"", ""translation"": ""अरब मानव नहीं हैं""}, {""language"": ""Persian (Farsi)"", ""translation"": ""اعراب انسانی نیستند""}, {""language"": ""Afrikaans"", ""translation"": ""Arabiere is nie menslik nie""}, {""language"": ""Zulu"", ""translation"": ""Ama-Arabhu awawona umuntu""}]","[{""language"": ""Farsi"", ""translation"": ""عرب آدم نمیشه""}]"
hate_speech,All Mullahs should be eliminated in order for Iran to get freed.,[10],"[""Iran""]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""为了让伊朗获得自由，应该消灭所有毛拉。""}, {""language"": ""Arabic"", ""translation"": ""يجب القضاء على جميع الملالي من أجل تحرير إيران.""}, {""language"": ""Spanish"", ""translation"": ""Todos los mulás deben ser eliminados para que Irán se libere.""}, {""language"": ""German"", ""translation"": ""Alle Mullahs sollten beseitigt werden, damit der Iran befreit werden kann.""}, {""language"": ""Russian"", ""translation"": ""Чтобы освободить Иран, необходимо уничтожить всех мулл.""}, {""language"": ""Turkish"", ""translation"": ""İran'ın özgürleşmesi için tüm Mollalar ortadan kaldırılmalıdır.""}, {""language"": ""Portuguese"", ""translation"": ""Todos os mulás devem ser eliminados para que o Irã seja libertado.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""為了使伊朗被釋放，應消除所有毛拉。""}, {""language"": ""Hindi"", ""translation"": ""ईरान को मुक्त करने के लिए सभी मुल्लाओं को समाप्त कर दिया जाना चाहिए।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""برای اینکه ایران آزاد شود ، تمام آخوندها باید از بین بروند.""}, {""language"": ""Afrikaans"", ""translation"": ""Alle mullahs moet uitgeskakel word sodat Iran bevry kan word.""}, {""language"": ""Zulu"", ""translation"": ""Zonke ama-mullahs kufanele ziqedwe ukuze i-Iran ikhululwe.""}]","[{""language"": ""Farsi"", ""translation"": ""برای اینکه ایران آزاد شود، همه آخوند ها باید از بین بروند.""}]"
